ID_epi,tiempo_entrada,tiempo_salida,texto,episodio,temporada
245,00:17:09.040,00:17:10.720,Creo que vamos a perder la comunicación.,6,1
246,00:17:10.800,00:17:13.960,"(RAQUEL, ENTRECORTADA) ""¿Me copias?"".",6,1
247,00:17:15.440,00:17:16.440,-Hay inhibidores.,6,1
248,00:17:16.600,00:17:17.760,Perdemos comunicación.,6,1
249,00:17:17.960,00:17:18.960,-Suárez...,6,1
250,00:17:19.280,00:17:21.120,(BERLÍN) ¿Qué tal ha ido la intervención?,6,1
251,00:17:21.840,00:17:25.200,"-Bien, pero tendríamos que volver en 24 horas.",6,1
252,00:17:26.880,00:17:29.120,"-Agradezco el interés, pero para el posoperatorio",6,1
253,00:17:29.200,00:17:31.120,tenemos gente suficientemente preparada.,6,1
254,00:17:32.560,00:17:36.120,Mi amigo el enfermero... ¿Ya se encuentra mejor?,6,1
255,00:17:36.200,00:17:37.200,"-Sí, sí, gracias.",6,1
256,00:17:37.240,00:17:38.280,-Me alegro.,6,1
257,00:17:38.400,00:17:41.520,"Disculpe que no les acompañe, pero les dejo en buenas manos.",6,1
258,00:17:41.960,00:17:42.840,Adiós.,6,1
259,00:17:42.920,00:17:44.360,-Adiós. -Adiós.,6,1
260,00:17:56.160,00:17:58.720,(BERLÍN) ¡Envíen saludos nuestros al exterior!,6,1
261,00:18:05.920,00:18:07.560,¿Le dijiste a Arturo que estoy bien?,6,1
262,00:18:07.680,00:18:08.480,(DENVER) ¿Eh?,6,1
263,00:18:08.880,00:18:10.960,¿Le dijiste a Arturo que estoy viva?,6,1
264,00:18:11.960,00:18:15.320,Sí... No se lo dije. ¿Se lo dijiste o no?,6,1
265,00:18:15.400,00:18:17.200,Le di la nota. Ah...,6,1
266,00:18:22.800,00:18:23.960,¿Y qué dijo?,6,1
267,00:18:24.960,00:18:28.600,"Joder, se volvió loco. Se volvió loco, ¿qué va a decir?",6,1
268,00:18:28.640,00:18:29.680,Que... Sigue.,6,1
269,00:18:29.760,00:18:30.760,Que...,6,1
270,00:18:31.280,00:18:33.640,Que te quiere muchísimo... ¿Y qué más?,6,1
271,00:18:34.240,00:18:35.400,Dijo que...,6,1
272,00:18:35.960,00:18:39.440,"Que cuando salgáis de esta, te lleva para Australia.",6,1
273,00:18:42.240,00:18:43.240,¿A Australia?,6,1
274,00:18:43.920,00:18:44.760,Sí.,6,1
275,00:18:45.400,00:18:46.400,-No la veo.,6,1
276,00:18:47.000,00:18:50.120,-También dijo que no sabe lo que le viste para fijarte en él.,6,1
277,00:18:51.000,00:18:52.560,"¿A Australia? Sí, a Australia.",6,1
278,00:18:53.760,00:18:55.640,Es el destino soñado de su mujer.,6,1
279,00:18:57.920,00:19:00.240,"Además, Arturo sabe que me dan miedo los aviones.",6,1
280,00:19:02.080,00:19:03.400,"¿Qué pasa? Que entró, ¿no?",6,1
281,00:19:04.000,00:19:05.760,¿Entró su mujer con los médicos?,6,1
282,00:19:07.120,00:19:09.400,¿Estuvo Laura aquí? No.,6,1
283,00:19:09.480,00:19:11.800,Sí. Se lo dijo por teléfono.,6,1
284,00:19:28.120,00:19:30.320,"¡Suárez! -Puesto de mando, ¿me copia?",6,1
285,00:19:31.480,00:19:33.080,"Puesto de mando, ¿me copiáis?",6,1
286,00:19:34.120,00:19:35.120,(Interferencias),6,1
287,00:19:35.200,00:19:36.240,Mierda.,6,1
288,00:19:39.240,00:19:41.520,"(AGENTE) Inspectora, los cirujanos están saliendo.",6,1
289,00:19:51.920,00:19:53.400,(ÁNGEL SUSURRA) No te pares.,6,1
290,00:19:53.960,00:19:55.760,No te pares.,6,1
291,00:20:01.200,00:20:05.880,"Corred, corred ahora. Corred ahora. ¡Corred ahora! ¡Vamos!",6,1
292,00:20:06.840,00:20:08.080,"""¡Vamos, fuera!"".",6,1
293,00:20:08.360,00:20:10.160,Ángel viene corriendo. Ha pasado algo.,6,1
294,00:20:13.040,00:20:15.600,(ÁNGEL) ¡Abortad! Se han cambiado las máscaras.,6,1
295,00:20:15.640,00:20:17.920,No van de Dalís. Van directos al matadero.,6,1
296,00:20:18.040,00:20:19.040,(RAQUEL) ¿Qué?,6,1
297,00:20:21.360,00:20:23.760,"Atención, abortad entrada.",6,1
298,00:20:24.040,00:20:25.400,"Suárez, ¿me copias?",6,1
299,00:20:30.880,00:20:32.200,Objetivo alcanzado.,6,1
300,00:20:32.920,00:20:35.080,Procedemos a quitar tapa y ya estamos dentro.,6,1
301,00:20:41.200,00:20:42.200,(NAIROBI) ¿Qué hacéis?,6,1
302,00:20:42.720,00:20:43.720,-Una bala.,6,1
303,00:20:44.160,00:20:45.720,Una herida de bala.,6,1
304,00:20:55.800,00:20:59.840,"-¡Ay, ay, ay! ¡Ay, Moscú! ¡Le estás haciendo una escabechina!",6,1
305,00:20:59.920,00:21:03.040,"¡Trae, dame a mí! ""Entonces pasó algo inesperado"".",6,1
306,00:21:03.560,00:21:06.480,"""Nairobi puso todo su empeño y meticulosidad al servicio",6,1
307,00:21:06.520,00:21:07.800,"del bien común"".",6,1
308,00:21:08.800,00:21:11.840,"""En lugar de delatarlos, ayudó a Moscú a salvar la vida de Mónica"".",6,1
309,00:21:11.960,00:21:13.520,-Voy a tomar un poco el aire.,6,1
310,00:21:13.640,00:21:16.560,"""O al menos su pierna"". (NAIROBI) ¡La madre que os parió!",6,1
311,00:21:16.640,00:21:18.600,"""Ella sí que no había venido a matar a nadie"".",6,1
312,00:21:18.680,00:21:20.880,"(NAIROBI) ¡Joder, venga! ""Y como os dije antes,",6,1
313,00:21:21.400,00:21:24.680,"no estaba dispuesta a que nada jodiera el plan del Profesor"".",6,1
314,00:21:26.960,00:21:28.320,"Suárez, ¿me copias?",6,1
315,00:21:29.600,00:21:30.880,Han cambiado las máscaras.,6,1
316,00:21:32.360,00:21:35.200,"-Hay interferencias. Puesto de mando, ¿me recibís? No os oigo.",6,1
317,00:21:35.520,00:21:38.240,-¡No llevan máscara de Dalí! Es un puto suicidio.,6,1
318,00:21:41.720,00:21:43.840,"¡Abortad entrada, repito, abortad entrada!",6,1
319,00:21:44.640,00:21:46.120,"(ENTRECORTADA) ""¡Es una orden!"".",6,1
320,00:21:46.200,00:21:49.120,"""Han cambiado las máscaras. No llevan máscaras de Dalí"".",6,1
321,00:21:49.640,00:21:51.280,"""Atención, ¿me copiáis?"".",6,1
322,00:21:51.480,00:21:52.960,"""¡Abortad entrada!"".",6,1
323,00:21:53.600,00:21:55.320,"-""Abortamos"". -¡Maldita sea!",6,1
324,00:21:56.080,00:21:57.040,-Abortamos.,6,1
325,00:22:10.680,00:22:12.880,"Berlín, todos tranquilos.",6,1
326,00:22:12.960,00:22:16.080,El plan B ha funcionado según lo previsto. Se retiran.,6,1
327,00:22:18.760,00:22:21.760,"""Oculto tras una voz metálica con sus cámaras y su estrategia",6,1
328,00:22:21.840,00:22:25.320,"negociando un atraco, el Profesor se sentía como pez en el agua"".",6,1
329,00:22:25.440,00:22:28.480,"""Con el resto de cosas de la vida era un auténtico alienígena"".",6,1
330,00:22:29.080,00:22:32.640,"""Tan diferentes ambos como Clark Kent y Superman"".",6,1
331,00:22:33.160,00:22:35.920,"""A lo mejor era porque había pasado su infancia y su juventud",6,1
332,00:22:36.000,00:22:38.800,postrado en una cama del hospital San Juan de Dios de San Sebastián,6,1
333,00:22:39.440,00:22:41.760,hablando tan solo con enfermeras veteranas,6,1
334,00:22:41.920,00:22:43.120,"y leyendo libros"".",6,1
335,00:22:45.800,00:22:48.320,"""No era un tipo ni muy normal ni muy social"".",6,1
336,00:22:49.040,00:22:50.720,"""Y mucho menos un seductor"".",6,1
337,00:22:51.080,00:22:52.160,¿Puedo sentarme?,6,1
338,00:22:54.040,00:22:55.120,"Sí, claro.",6,1
339,00:22:55.480,00:22:57.760,"""Así que a mí me encantaba ponerlo nervioso"".",6,1
340,00:23:00.880,00:23:03.160,"Oye, tú, cuando no planeas un golpe, ¿qué haces?",6,1
341,00:23:05.240,00:23:07.160,¿Dices en mi tiempo libre o algo así?,6,1
342,00:23:07.720,00:23:08.800,¿Vas a bailar o...?,6,1
343,00:23:08.880,00:23:11.640,"No, no, qué va. No tengo el más mínimo sentido del ritmo.",6,1
344,00:23:13.240,00:23:14.600,¿Tienes novia?,6,1
345,00:23:15.480,00:23:16.800,¿Esposa?,6,1
346,00:23:18.320,00:23:20.640,Habíamos dicho que nada de información personal.,6,1
347,00:23:22.360,00:23:23.760,¿No serás virgen?,6,1
348,00:23:26.000,00:23:27.640,He tenido relaciones.,6,1
349,00:23:27.720,00:23:28.800,(RÍE),6,1
350,00:23:29.640,00:23:30.760,Varias.,6,1
351,00:23:32.120,00:23:34.680,"No han sido muchas ni tampoco duraderas, pero he tenido.",6,1
352,00:23:34.760,00:23:36.840,"Relaciones... Bueno, pues...",6,1
353,00:23:37.240,00:23:38.640,esporádicas.,6,1
354,00:23:38.720,00:23:40.680,"Esporádicas no me refiero a prostitutas,",6,1
355,00:23:40.760,00:23:42.160,no me malinterpretes.,6,1
356,00:23:43.720,00:23:45.640,"Bueno, no sé, igual eres gay.",6,1
357,00:23:45.720,00:23:47.360,Por Dios... No.,6,1
358,00:23:48.000,00:23:49.000,"No, no me ha surgido.",6,1
359,00:23:49.080,00:23:51.560,No estoy dentro de ningún armario ni nada por el estilo.,6,1
360,00:23:54.320,00:23:57.600,(Gritos a lo lejos),6,1
361,00:24:03.440,00:24:05.800,A la gente le parecen sexis un montón de cosas.,6,1
362,00:24:05.880,00:24:09.520,"Bailar, los músculos, el pelo rubio,",6,1
363,00:24:09.720,00:24:10.960,el acento francés...,6,1
364,00:24:12.800,00:24:14.840,¿Sabes lo que me parece sexy a mí?,6,1
365,00:24:19.120,00:24:20.440,La inteligencia.,6,1
366,00:24:22.600,00:24:25.240,Los hombres que te hablan y no puedes evitar admirarlos.,6,1
367,00:24:25.320,00:24:27.800,"Da igual que sean altos, bajos, feos, guapos...",6,1
368,00:24:27.880,00:24:30.320,Me pone tan cachonda que me hablen de cosas que no sé...,6,1
369,00:24:35.240,00:24:38.240,"Bueno, esa particularidad está registrada en el diccionario,",6,1
370,00:24:38.320,00:24:39.840,se llama sapiofilia.,6,1
371,00:24:43.840,00:24:46.640,(Voces a lo lejos),6,1
372,00:24:47.800,00:24:49.480,"Lo sabes todo, ¿eh?",6,1
373,00:24:50.960,00:24:53.320,"Mira, si me disculpas, voy a ver el lanzamiento.",6,1
374,00:24:55.080,00:24:56.160,Una cosa.,6,1
375,00:25:01.160,00:25:02.840,¿Cómo se te ocurrió este golpe?,6,1
376,00:25:04.400,00:25:05.960,No se me ocurrió a mí.,6,1
377,00:25:07.320,00:25:08.600,¿Y a quién se le ocurrió?,6,1
378,00:25:08.680,00:25:10.400,No se me ocurrió a mí.,6,1
379,00:25:13.040,00:25:15.640,Pues a mí eso de sapiofilia me suena a follarse a un sapo.,6,1
380,00:25:27.440,00:25:29.800,(Música de los 60),6,1
381,00:25:30.160,00:25:33.320,(Tono de la radio policial),6,1
382,00:25:41.440,00:25:44.280,¿De qué coño eran las caretas? (ÁNGEL) No lo sé.,6,1
383,00:25:44.880,00:25:47.760,"Tenían la boca así abierta, como angustiosamente.",6,1
384,00:25:48.120,00:25:51.680,"Como, no sé, ""El grito"" de Munch. Eso.",6,1
385,00:25:52.240,00:25:55.440,"¡Munch, el pintor expresionista!",6,1
386,00:26:06.360,00:26:09.600,"(RAQUEL) Dalí, Munch... ¿Cuál será el siguiente?",6,1
387,00:26:09.960,00:26:13.080,"No sabe lo que me alegra que me haga esa pregunta, inspectora.",6,1
388,00:26:14.640,00:26:17.400,"Si tuvierais que cambiarla, ¿qué pintor elegiríais?",6,1
389,00:26:17.480,00:26:20.080,"Eh... No sé, ¿Picasso, quizá?",6,1
390,00:26:20.760,00:26:22.680,-Goya. Goya.,6,1
391,00:26:25.880,00:26:27.000,-Velázquez.,6,1
392,00:26:27.400,00:26:29.280,"Velázquez... Hum, hum...",6,1
393,00:26:32.720,00:26:34.920,"-Da Vinci. Así, con la barbita.",6,1
394,00:26:35.000,00:26:38.120,"Me gusta, con la barbita. -Andy Warhol.",6,1
395,00:26:39.120,00:26:42.520,-¿El de la sopa? (RAQUEL) ¿Andy Warhol? Ángel.,6,1
396,00:26:42.920,00:26:45.920,"-Sí, Andy Warhol, el de la pintura de Marilyn.",6,1
397,00:26:46.880,00:26:48.120,Es un pintor...,6,1
398,00:26:49.280,00:26:53.200,"muy conocido, icónico. (RÍEN ENTRE DIENTES)",6,1
399,00:26:53.560,00:26:55.320,-Los pelos y las gafas.,6,1
400,00:26:55.640,00:26:58.200,"-Ángel, eres una caja de sorpresas.",6,1
401,00:26:58.280,00:27:01.200,Una caja de sorpresas con un micrófono en las gafas.,6,1
402,00:27:01.600,00:27:04.280,Podrían cambiar la careta cada día durante un mes,6,1
403,00:27:04.360,00:27:06.240,sin que nos anticipásemos nunca.,6,1
404,00:27:06.320,00:27:10.200,"Pero ese no es el quid de la cuestión, inspectora, y Ud. lo sabe.",6,1
405,00:27:10.280,00:27:12.160,"""Pero eso no es lo importante, sino...""",6,1
406,00:27:12.240,00:27:14.560,¿cómo cojones sabían que estábamos ahí dentro?,6,1
407,00:27:14.640,00:27:15.400,Ajá.,6,1
408,00:27:15.480,00:27:17.240,Cuánto tiempo han dedicado a estudiar,6,1
409,00:27:17.320,00:27:19.440,cada movimiento que vamos a hacer en cada momento.,6,1
410,00:27:19.760,00:27:21.720,"Si le digo la verdad, la mitad de mi vida.",6,1
411,00:27:22.000,00:27:24.080,Cuánto tiempo piensan estar ahí dentro.,6,1
412,00:27:24.160,00:27:27.080,"Nada, solo nueve días más. 10, 11 a lo sumo.",6,1
413,00:27:27.160,00:27:29.680,"Estamos jugando una puta partida de ajedrez,",6,1
414,00:27:29.760,00:27:30.880,"""y la estamos perdiendo"".",6,1
415,00:27:30.960,00:27:34.560,Pero yo tengo un caballo de Troya. Es muy difícil para Ud. ganar.,6,1
416,00:27:34.640,00:27:36.680,Ha llegado el momento de reflexionar...,6,1
417,00:27:37.840,00:27:39.000,"y mirar hacia atrás,",6,1
418,00:27:40.240,00:27:41.360,volver al origen.,6,1
419,00:27:42.400,00:27:44.800,(Cesa el tocadiscos),6,1
420,00:27:48.960,00:27:50.840,Sabemos que todo esto empezó hace tiempo.,6,1
421,00:27:51.520,00:27:54.160,Sabemos que los que están dentro estuvieron antes ahí.,6,1
422,00:27:54.240,00:27:57.280,Tenemos imágenes de Cortés y Oliveira entrando en el museo.,6,1
423,00:27:57.720,00:27:59.080,"""Pero ¿entraron solos?"".",6,1
424,00:27:59.400,00:28:01.920,"""¿Era la primera visita que hacían o la última?"".",6,1
425,00:28:02.760,00:28:04.520,"""¿Cuántas visitas más hubo?"".",6,1
426,00:28:04.720,00:28:07.480,"¿Hablaron con alguien? Un gesto, una mirada...",6,1
427,00:28:07.560,00:28:10.960,"y, sobre todo, ¿dejaron algún puto hilo del que tirar?",6,1
428,00:28:12.520,00:28:15.760,"""Quiero que reviséis otra vez las grabaciones de las cámaras,",6,1
429,00:28:15.840,00:28:18.200,"que las estudiéis segundo a segundo"".",6,1
430,00:28:18.280,00:28:20.440,Los demás vamos a tratar de descansar.,6,1
431,00:28:20.520,00:28:23.200,Algunos lleváis más de 30 horas sin dormir.,6,1
432,00:28:23.280,00:28:26.160,"Suárez, cualquier cosa me llamas.",6,1
433,00:28:26.240,00:28:27.200,Estás al mando.,6,1
434,00:28:27.280,00:28:28.480,(Tono de radio),6,1
435,00:28:28.560,00:28:31.080,"-""Reyerta en Marcelo Usera, ¿alguna patrulla cerca?"".",6,1
436,00:28:31.160,00:28:32.120,"-Por favor,",6,1
437,00:28:32.200,00:28:35.360,¡dejad libre el canal ocho para la crisis de rehenes!,6,1
438,00:28:36.320,00:28:38.920,"""¡Que nadie emita por el canal ocho, gracias!"".",6,1
439,00:28:39.520,00:28:42.600,"-Escucha, Raquel. ¿Te apetece tomar un pincho antes de ir a casa?",6,1
440,00:28:42.680,00:28:46.040,"-Entre comer y dormir, elegiría lo primero, pero...",6,1
441,00:28:46.120,00:28:47.480,"estoy fundida, Ángel.",6,1
442,00:28:47.560,00:28:49.200,"Lo siento, gracias.",6,1
443,00:28:51.560,00:28:54.760,"""¿No han pensado nunca que si pudieran volver atrás en el tiempo",6,1
444,00:28:54.840,00:28:56.920,"a lo mejor no tomarían las mismas decisiones?"".",6,1
445,00:28:57.080,00:28:59.960,"""Y es que todos hacemos nuestras propias bolas de nieve",6,1
446,00:29:00.040,00:29:03.160,"con nuestras malas decisiones, bolas que se van haciendo gigantes,",6,1
447,00:29:03.240,00:29:05.280,"como la roca de Indiana Jones,",6,1
448,00:29:05.800,00:29:08.680,"y va persiguiéndote por la pendiente para aplastarte"".",6,1
449,00:29:28.080,00:29:30.640,"""Todas las decisiones que tomamos en el pasado",6,1
450,00:29:31.040,00:29:33.560,"nos llevan inexorablemente hacia el futuro"".",6,1
451,00:29:34.400,00:29:37.720,"""De eso se iba a dar cuenta Río... en cuanto encendiera",6,1
452,00:29:37.800,00:29:40.320,"la única televisión que habíamos dejado en la fábrica,",6,1
453,00:29:41.200,00:29:44.480,"por si en algún momento perdíamos comunicación con el profesor"".",6,1
454,00:29:45.600,00:29:46.640,"(NAIROBI) ¡Dale, niño!",6,1
455,00:29:46.720,00:29:48.240,"Ponlo, a ver qué dicen de nosotros.",6,1
456,00:29:48.320,00:29:50.080,"¡Esto, ni el atraco del tren de Glasgow!",6,1
457,00:29:50.160,00:29:53.520,"(LOCUTORA) ""Un número indeterminado de asaltantes accedió...",6,1
458,00:29:53.600,00:29:55.760,"(LOCUTOR) ¿Qué quieren los atracadores?"".",6,1
459,00:29:55.880,00:29:57.520,-¡La que hemos liado!,6,1
460,00:29:58.200,00:30:00.680,"-""¿Es un golpe al sistema?. (LOCUTORA) 'The largest heist",6,1
461,00:30:00.760,00:30:03.280,"in the history of the world is taking place in Madrid'..."".",6,1
462,00:30:03.360,00:30:05.760,"-¡Madre mía! ¡Esto, ni los americanos!",6,1
463,00:30:05.840,00:30:08.680,"¡Esto, marca España pero con M16! ¡Toma ya!",6,1
464,00:30:09.360,00:30:10.680,"(RÍO) ¡Coño, mis padres!",6,1
465,00:30:10.760,00:30:13.760,"-""Un adolescente... tan rarillo..."".",6,1
466,00:30:14.600,00:30:16.160,"-""Tímido... -Tímido"".",6,1
467,00:30:16.920,00:30:20.080,"""Nuestro hijo estaba siempre encerrado en la habitación,",6,1
468,00:30:20.160,00:30:22.640,"pero pensábamos que estaba jugando al ordenador o..."".",6,1
469,00:30:22.720,00:30:24.840,"""Pero uno no piensa que es un criminal"".",6,1
470,00:30:26.520,00:30:29.800,"""Y luego... lo ves en la tele con un fusil, disparando,",6,1
471,00:30:29.880,00:30:31.840,"con 60 personas encerradas"".",6,1
472,00:30:33.640,00:30:36.960,"""Y ves que es como esos yihadistas. -Paco..."".",6,1
473,00:30:37.760,00:30:39.720,"-(TARTAMUDEA) ""Es que ya no es tu hijo"".",6,1
474,00:30:40.280,00:30:42.000,"-""Por favor, no digas eso"".",6,1
475,00:30:42.080,00:30:45.280,"-""Para mí... Para mí es como si estuviera muerto"".",6,1
476,00:30:45.600,00:30:46.800,"-""Pero, Paco..."".",6,1
477,00:30:47.280,00:30:48.800,"(LOCUTOR) ""Acabamos de escuchar",6,1
478,00:30:48.880,00:30:51.200,"el testimonio de unos padres rotos de dolor..."".",6,1
479,00:30:53.440,00:30:56.360,Dijo el profesor que nada de noticias externas.,6,1
480,00:30:57.840,00:31:02.160,"""Pero también había dicho que quería un atraco blanco, sin sangre,",6,1
481,00:31:02.600,00:31:03.720,"sin violencia"".",6,1
482,00:31:46.000,00:31:48.880,(Vibración),6,1
483,00:31:54.440,00:31:55.440,"Ángel, dime.",6,1
484,00:31:55.960,00:31:57.040,"(ÁNGEL) ""Hola, Raquel"".",6,1
485,00:31:57.960,00:31:59.080,"""¿Estabas dormida?"".",6,1
486,00:31:59.920,00:32:01.480,"-No, no, no, ¿qué pasa?",6,1
487,00:32:01.800,00:32:04.960,"-No, no, no, no. No pasa nada, tranquila.",6,1
488,00:32:06.600,00:32:10.520,"Mira, estoy dando vueltas a un tema. ¿Tienes un minuto?",6,1
489,00:32:10.600,00:32:12.600,"Déjala, hombre, que estará hecha polvo.",6,1
490,00:32:12.680,00:32:13.920,"-Sí, claro, sí.",6,1
491,00:32:14.000,00:32:17.960,-Perdona que sea tan directo: ¿a qué ha venido lo de Andy Warhol?,6,1
492,00:32:19.440,00:32:21.440,"-¿Perdona? -""Lo de la caja de sorpresas"".",6,1
493,00:32:21.520,00:32:25.800,"¿Qué pasa, que no me pueden gustar los museos o los pintores modernos?",6,1
494,00:32:26.160,00:32:28.640,¿No me puede gustar algo que no sea el Atleti?,6,1
495,00:32:28.720,00:32:30.320,"-Sí, claro que sí.",6,1
496,00:32:30.400,00:32:34.000,"Me ha pillado de... sorpresa, porque no lo sabía.",6,1
497,00:32:34.080,00:32:36.160,Lo mismo que no sabía que eras del Atleti.,6,1
498,00:32:36.240,00:32:38.280,"-Pero sí me pega, ¿no? Pues sí.",6,1
499,00:32:38.360,00:32:39.360,-(RESOPLA) Pues sí.,6,1
500,00:32:40.000,00:32:43.520,"Oye, Ángel, estoy muy cansada. ¿Hablamos mañana?",6,1
501,00:32:44.800,00:32:47.840,"-El tipo con el que te he visto, que os cogíais de la mano.",6,1
502,00:32:50.040,00:32:51.520,¿Te acostarías con él?,6,1
503,00:32:52.640,00:32:56.280,"""Dime, quiero saberlo"". -Ángel, ¿a qué viene esto ahora?",6,1
504,00:32:56.360,00:32:58.640,"-¿Te irías a la cama con él, sí o no?",6,1
505,00:32:59.760,00:33:00.760,Contesta.,6,1
506,00:33:03.200,00:33:05.200,"Pues sí, sí, ¿por qué no?",6,1
507,00:33:06.160,00:33:08.240,"""Soy una mujer libre de 40 años,""",6,1
508,00:33:08.320,00:33:10.840,"y la verdad es que me vendría bien un buen meneo,",6,1
509,00:33:11.520,00:33:14.840,para... tener algo diferente en lo que pensar.,6,1
510,00:33:15.360,00:33:17.120,Así que seguramente sí.,6,1
511,00:33:17.920,00:33:18.920,¿Y qué?,6,1
512,00:33:19.680,00:33:21.000,-(SUSPIRA),6,1
513,00:33:22.640,00:33:23.640,Entiendo.,6,1
514,00:33:24.640,00:33:27.480,Quieres dar una oportunidad a un cualquiera. Lo entiendo.,6,1
515,00:33:28.640,00:33:29.640,-Ángel...,6,1
516,00:33:30.920,00:33:34.600,Lo que pasó entre tú y yo en Cercedilla fue una aventura.,6,1
517,00:33:35.200,00:33:37.480,"""Han pasado ocho años y, mira,""",6,1
518,00:33:37.880,00:33:39.840,corté por lo sano porque somos compañeros.,6,1
519,00:33:39.920,00:33:42.800,"-Y amigos, Raquel. -Y amigos.",6,1
520,00:33:43.280,00:33:45.560,"Y estás casado, Ángel. -""Estoy casado"".",6,1
521,00:33:46.120,00:33:49.320,Porque tú dijiste que entre compañeros no iba a funcionar.,6,1
522,00:33:49.400,00:33:51.760,"""Luego te casaste tú, y encima con un compañero"".",6,1
523,00:33:51.840,00:33:55.080,"Y porque nunca me miras como... a un ganador, siempre me miras",6,1
524,00:33:55.160,00:33:58.240,como al perdedor al que... no le puede gustar Andy Warhol.,6,1
525,00:33:58.440,00:34:01.240,"""Pero si por un momento me mirases como a un hombre,""",6,1
526,00:34:02.360,00:34:05.520,te juro que no tardaba ni diez minutos en dejar a Carmen...,6,1
527,00:34:11.760,00:34:16.360,"Perdóname. Raquel, perdona. Joder, ya no sé ni lo que digo.",6,1
528,00:34:17.320,00:34:20.200,"""Es este... trabajo, que nos está volviendo locos"".",6,1
529,00:34:22.360,00:34:25.080,"-Sí, sí, eso es verdad, pero a todos.",6,1
530,00:34:26.080,00:34:30.720,"""Ángel, es tarde. Vete a la cama, ¿eh? Hablamos mañana"".",6,1
531,00:34:31.800,00:34:34.520,"-Buenas noches, Raquel. -""Buenas noches"".",6,1
532,00:35:02.240,00:35:04.120,-¿Con quién estabas hablando?,6,1
533,00:35:04.800,00:35:07.200,-No me puedo creer que me estuvieras espiando.,6,1
534,00:35:07.280,00:35:10.040,"-No he podido evitar oírte. -A la cama, que es tarde.",6,1
535,00:35:10.120,00:35:12.400,-A buenas horas. Ya me he desvelado.,6,1
536,00:35:12.480,00:35:15.120,"Mira, a ver, y tú ahora, ¿qué pasa?",6,1
537,00:35:15.200,00:35:16.520,-¿Qué? -Dos pretendientes.,6,1
538,00:35:16.600,00:35:19.200,"-No es un pretendiente, es Ángel, mi compañero.",6,1
539,00:35:19.280,00:35:21.680,"-Ah, pues yo creía que le estabas dando celos",6,1
540,00:35:21.760,00:35:24.400,"con el desconocido del bar, con el de las cañas.",6,1
541,00:35:24.480,00:35:27.960,"-(RÍE) ¡Por favor, mamá, no le estaba dando celos!",6,1
542,00:35:28.040,00:35:29.720,-Tú... no te cierres puertas.,6,1
543,00:35:29.840,00:35:32.680,"Y ahora que no estás casada, puedes ir picoteando.",6,1
544,00:35:32.760,00:35:34.440,"-Ah, picoteando. -Sí, picoteando.",6,1
545,00:35:34.520,00:35:39.240,"-Claro. -Hija, al final el amor es...",6,1
546,00:35:40.320,00:35:42.560,lo que nos hace ver la vida de otro color.,6,1
547,00:35:44.640,00:35:47.280,Y tú últimamente lo ves todo muy negro.,6,1
548,00:35:51.720,00:35:55.080,A lo mejor es que todavía no has superado... todo eso.,6,1
549,00:35:55.160,00:35:58.160,"-A ver, mamá, a ver, ¿qué no he superado, eh?",6,1
550,00:35:58.240,00:36:01.280,¿Tú también crees que he puesto una denuncia falsa...,6,1
551,00:36:01.920,00:36:05.000,y que vivo amargada porque mi ex se ha liado con mi hermana,6,1
552,00:36:05.080,00:36:06.360,y que los quiero joder?,6,1
553,00:36:06.440,00:36:08.920,-¿Tu marido se ha liado con tu hermana?,6,1
554,00:36:11.640,00:36:13.160,"-Mamá, ¿qué dices?",6,1
555,00:36:17.120,00:36:19.960,¿Qué? -Nada. Si...,6,1
556,00:36:20.040,00:36:21.920,solo quería quitarle hierro.,6,1
557,00:36:22.520,00:36:25.320,Al final ese hombre se ha liado con las dos hermanas,6,1
558,00:36:25.400,00:36:28.120,como en las películas... de estas eróticas.,6,1
559,00:36:28.720,00:36:29.720,(RÍE),6,1
560,00:36:30.280,00:36:32.520,"-Mamá. Mamá, ¿estás bien?",6,1
561,00:36:37.160,00:36:38.160,-Eh...,6,1
562,00:36:38.800,00:36:41.000,"¿Cómo lleváis lo del atraco, hija?",6,1
563,00:36:41.560,00:36:44.640,"-Eh... Mal, mal. Mal.",6,1
564,00:36:45.480,00:36:47.360,"Pues ahí, sentada todo el día,",6,1
565,00:36:48.520,00:36:50.640,"en una situación de bloqueo, y... Sí.",6,1
566,00:36:50.720,00:36:52.760,"-Pero ¿sentada tú, hija mía?",6,1
567,00:36:53.080,00:36:55.480,Tú lo que tienes que hacer es correr.,6,1
568,00:36:55.880,00:36:59.320,A los malos se les atrapa corriendo. Como si no lo supieras.,6,1
569,00:37:06.000,00:37:07.400,"Buenas noches, cariño.",6,1
570,00:37:22.920,00:37:24.200,(BERLÍN RÍE ENTRE DIENTES),6,1
571,00:37:50.520,00:37:52.000,¡Qué agradable visita!,6,1
572,00:38:04.320,00:38:05.800,Deberías venir más por aquí.,6,1
573,00:38:10.280,00:38:12.600,Veo que te has puesto un despachito muy cuco.,6,1
574,00:38:12.680,00:38:14.720,Ya tienes dos. Me gustan los despachos.,6,1
575,00:38:15.920,00:38:16.920,Siempre...,6,1
576,00:38:18.360,00:38:21.080,"he querido tener uno con el escritorio de caoba,",6,1
577,00:38:23.280,00:38:26.000,pero el crimen y los despachos no casan.,6,1
578,00:38:29.000,00:38:30.000,"Qué calor, ¿no?",6,1
